antibody,source,study
GC0442,BA.5 convalescents,repeated_2023
GC0443,BA.5 convalescents,repeated_2023
GC0444,BA.5 convalescents,repeated_2023
GC0445,BA.5 convalescents,repeated_2023
GC0447,BA.5 convalescents,repeated_2023
GC0448,BA.5 convalescents,repeated_2023
GC0449,BA.5 convalescents,repeated_2023
GC0450,BA.5 convalescents,repeated_2023
GC0451,BA.5 convalescents,repeated_2023
GC0452,BA.5 convalescents,repeated_2023
GC0453,BA.5 convalescents,repeated_2023
GC0454,BA.5 convalescents,repeated_2023
GC0455,BA.5 convalescents,repeated_2023
GC0456,BA.5 convalescents,repeated_2023
GC0457,BA.5 convalescents,repeated_2023
GC0458,BA.5 convalescents,repeated_2023
GC0459,BA.5 convalescents,repeated_2023
GC0460,BA.5 convalescents,repeated_2023
GC0461,BA.5 convalescents,repeated_2023
GC0463,BA.5 convalescents,repeated_2023
GC0464,BA.5 convalescents,repeated_2023
GC0465,BA.5 convalescents,repeated_2023
GC0466,BA.5 convalescents,repeated_2023
GC0467,BA.5 convalescents,repeated_2023
GC0468,BA.5 convalescents,repeated_2023
GC0471,long-term BA.1 convalescents,repeated_2023
GC0472,long-term BA.1 convalescents,repeated_2023
GC0474,long-term BA.1 convalescents,repeated_2023
GC0475,long-term BA.1 convalescents,repeated_2023
GC0478,long-term BA.1 convalescents,repeated_2023
GC0479,long-term BA.1 convalescents,repeated_2023
GC0480,long-term BA.1 convalescents,repeated_2023
GC0483,long-term BA.1 convalescents,repeated_2023
GC0484,long-term BA.1 convalescents,repeated_2023
GC0486,long-term BA.1 convalescents,repeated_2023
GC0490,long-term BA.1 convalescents,repeated_2023
GC0491,long-term BA.1 convalescents,repeated_2023
GC0494,long-term BA.1 convalescents,repeated_2023
GC0495,long-term BA.1 convalescents,repeated_2023
GC0498,long-term BA.1 convalescents,repeated_2023
GC0499,long-term BA.1 convalescents,repeated_2023
GC0500,long-term BA.1 convalescents,repeated_2023
GC0502,long-term BA.1 convalescents,repeated_2023
GC0504,long-term BA.1 convalescents,repeated_2023
GC0505,long-term BA.1 convalescents,repeated_2023
GC0506,long-term BA.1 convalescents,repeated_2023
GC0507,long-term BA.1 convalescents,repeated_2023
GC0508,long-term BA.1 convalescents,repeated_2023
GC0511,long-term BA.1 convalescents,repeated_2023
GC0512,long-term BA.1 convalescents,repeated_2023
GC0516,long-term BA.1 convalescents,repeated_2023
GC0517,long-term BA.1 convalescents,repeated_2023
GC0519,long-term BA.1 convalescents,repeated_2023
GC0521,long-term BA.1 convalescents,repeated_2023
GC0523,long-term BA.1 convalescents,repeated_2023
GC0529,long-term BA.1 convalescents,repeated_2023
GC0532,BA.5 convalescents,repeated_2023
GC0533,BA.5 convalescents,repeated_2023
GC0538,BA.5 convalescents,repeated_2023
GC0539,BA.5 convalescents,repeated_2023
GC0540,BA.5 convalescents,repeated_2023
GC0541,BA.5 convalescents,repeated_2023
GC0542,BA.5 convalescents,repeated_2023
GC0543,BA.5 convalescents,repeated_2023
GC0547,BA.5 convalescents,repeated_2023
GC0548,BA.5 convalescents,repeated_2023
GC0551,BA.5 convalescents,repeated_2023
GC0552,BA.5 convalescents,repeated_2023
GC0553,BA.5 convalescents,repeated_2023
GC0554,BA.5 convalescents,repeated_2023
GC0555,BA.5 convalescents,repeated_2023
GC0556,BA.5 convalescents,repeated_2023
GC0557,BA.5 convalescents,repeated_2023
GC0558,BA.5 convalescents,repeated_2023
GC0562,BA.5 convalescents,repeated_2023
GC0563,BA.5 convalescents,repeated_2023
GC0564,BA.5 convalescents,repeated_2023
GC0565,BA.5 convalescents,repeated_2023
GC0567,BA.5 convalescents,repeated_2023
GC0572,BA.5 convalescents,repeated_2023
GC0573,BA.5 convalescents,repeated_2023
GC0575,BA.5 convalescents,repeated_2023
GC0576,BA.5 convalescents,repeated_2023
GC0577,BA.5 convalescents,repeated_2023
GC0578,BA.5 convalescents,repeated_2023
GC0580,BA.5 convalescents,repeated_2023
GC0581,BA.5 convalescents,repeated_2023
GC0583,BA.5 convalescents,repeated_2023
GC0585,BA.5 convalescents,repeated_2023
GC0586,BA.5 convalescents,repeated_2023
GC0587,BA.5 convalescents,repeated_2023
GC0590,BA.5 convalescents,repeated_2023
GC0591,BA.5 convalescents,repeated_2023
GC0593,BA.5 convalescents,repeated_2023
GC0594,BA.5 convalescents,repeated_2023
GC0597,BA.5 convalescents,repeated_2023
GC0606,BA.5 convalescents,repeated_2023
GC0608,BA.5 convalescents,repeated_2023
GC0609,BA.5 convalescents,repeated_2023
GC0610,BA.5 convalescents,repeated_2023
GC0611,BA.5 convalescents,repeated_2023
GC0613,BA.5 convalescents,repeated_2023
GC0618,BA.5 convalescents,repeated_2023
GC0623,BA.5 convalescents,repeated_2023
GC0624,BA.5 convalescents,repeated_2023
GC0628,BA.5 convalescents,repeated_2023
GC0629,BA.5 convalescents,repeated_2023
GC0640,BA.5 convalescents,repeated_2023
GC0645,BA.5 convalescents,repeated_2023
GC0646,BA.5 convalescents,repeated_2023
GC0647,BA.5 convalescents,repeated_2023
GC0658,BA.5 convalescents,repeated_2023
GC0660,BA.5 convalescents,repeated_2023
GC0664,BA.5 convalescents,repeated_2023
GC0669,BA.5 convalescents,repeated_2023
GC0679,BA.5 convalescents,repeated_2023
GC0684,BA.5 convalescents,repeated_2023
GC0685,BA.5 convalescents,repeated_2023
GC0687,BA.5 convalescents,repeated_2023
GC0689,BA.5 convalescents,repeated_2023
GC0690,BA.5 convalescents,repeated_2023
GC0691,BA.5 convalescents,repeated_2023
GC0693,BA.5 convalescents,repeated_2023
GC0695,BA.5 convalescents,repeated_2023
GC0700,BA.5 convalescents,repeated_2023
GC0702,BA.5 convalescents,repeated_2023
GC0704,BA.5 convalescents,repeated_2023
GC0706,BA.5 convalescents,repeated_2023
GC0721,BA.5 convalescents,repeated_2023
GC0723,BA.5 convalescents,repeated_2023
GC0724,BA.5 convalescents,repeated_2023
GC0728,BA.5 convalescents,repeated_2023
GC0741,BA.5 convalescents,repeated_2023
GC0742,BA.5 convalescents,repeated_2023
GC0743,BA.5 convalescents,repeated_2023
GC0744,BA.5 convalescents,repeated_2023
GC0745,BA.5 convalescents,repeated_2023
GC0746,BA.5 convalescents,repeated_2023
GC0747,BA.5 convalescents,repeated_2023
GC0748,BA.5 convalescents,repeated_2023
GC0749,BA.5 convalescents,repeated_2023
GC0750,BA.5 convalescents,repeated_2023
GC0751,BA.5 convalescents,repeated_2023
GC0754,BA.5 convalescents,repeated_2023
GC0758,BA.5 convalescents,repeated_2023
GC0762,BA.5 convalescents,repeated_2023
GC0763,BA.5 convalescents,repeated_2023
GC0766,BA.5 convalescents,repeated_2023
GC0772,BA.5 convalescents,repeated_2023
GC0777,BA.5 convalescents,repeated_2023
GC0784,BA.5 convalescents,repeated_2023
GC0785,BA.5 convalescents,repeated_2023
GC0787,BA.5 convalescents,repeated_2023
GC0791,BA.5 convalescents,repeated_2023
GC0792,BA.5 convalescents,repeated_2023
GC0793,BA.5 convalescents,repeated_2023
GC0796,BA.5 convalescents,repeated_2023
GC0799,BA.5 convalescents,repeated_2023
GC0800,BA.5 convalescents,repeated_2023
GC0801,BA.5 convalescents,repeated_2023
GC0802,BA.5 convalescents,repeated_2023
GC0803,BA.5 convalescents,repeated_2023
GC0805,BA.5 convalescents,repeated_2023
GC0808,BA.5 convalescents,repeated_2023
GC0812,BA.5 convalescents,repeated_2023
GC0815,BA.5 convalescents,repeated_2023
GC0820,BA.5 convalescents,repeated_2023
GC0822,BA.5 convalescents,repeated_2023
GC0829,BA.5 convalescents,repeated_2023
GC0830,BA.5 convalescents,repeated_2023
GC0832,BA.5 convalescents,repeated_2023
GC0839,BA.5 convalescents,repeated_2023
GC0841,BA.5 convalescents,repeated_2023
GC0842,BA.5 convalescents,repeated_2023
GC0850,BA.5 convalescents,repeated_2023
GC0852,BA.5 convalescents,repeated_2023
GC0858,BA.5 convalescents,repeated_2023
GC0860,BA.5 convalescents,repeated_2023
GC0861,BA.5 convalescents,repeated_2023
GC0874,BA.5 convalescents,repeated_2023
GC0875,BA.5 convalescents,repeated_2023
GC0876,BA.5 convalescents,repeated_2023
GC0877,BA.5 convalescents,repeated_2023
GC0878,BA.5 convalescents,repeated_2023
GC0881,BA.5 convalescents,repeated_2023
GC0968,long-term BA.1 convalescents,repeated_2023
GC0979,long-term BA.1 convalescents,repeated_2023
GC1035,long-term BA.1 convalescents,repeated_2023
GC1061,long-term BA.1 convalescents,repeated_2023
GC1090,long-term BA.1 convalescents,repeated_2023
GC1111,long-term BA.1 convalescents,repeated_2023
GC1128,long-term BA.1 convalescents,repeated_2023
GC1131,BF.7 convalescents,repeated_2023
GC1132,BF.7 convalescents,repeated_2023
GC1134,BF.7 convalescents,repeated_2023
GC1135,BF.7 convalescents,repeated_2023
GC1136,BF.7 convalescents,repeated_2023
GC1137,BF.7 convalescents,repeated_2023
GC1138,BF.7 convalescents,repeated_2023
GC1139,BF.7 convalescents,repeated_2023
GC1140,BF.7 convalescents,repeated_2023
GC1141,BF.7 convalescents,repeated_2023
GC1142,BF.7 convalescents,repeated_2023
GC1143,BF.7 convalescents,repeated_2023
GC1145,BF.7 convalescents,repeated_2023
GC1146,BF.7 convalescents,repeated_2023
GC1149,BF.7 convalescents,repeated_2023
GC1150,BF.7 convalescents,repeated_2023
GC1151,BF.7 convalescents,repeated_2023
GC1152,BF.7 convalescents,repeated_2023
GC1153,BF.7 convalescents,repeated_2023
GC1154,BF.7 convalescents,repeated_2023
GC1155,BF.7 convalescents,repeated_2023
GC1156,BF.7 convalescents,repeated_2023
GC1157,BF.7 convalescents,repeated_2023
GC1158,BF.7 convalescents,repeated_2023
GC1159,BF.7 convalescents,repeated_2023
GC1161,BF.7 convalescents,repeated_2023
GC1162,BF.7 convalescents,repeated_2023
GC1163,BF.7 convalescents,repeated_2023
GC1165,BF.7 convalescents,repeated_2023
GC1166,BF.7 convalescents,repeated_2023
GC1167,BF.7 convalescents,repeated_2023
GC1169,BF.7 convalescents,repeated_2023
GC1171,BF.7 convalescents,repeated_2023
GC1172,BF.7 convalescents,repeated_2023
GC1173,BF.7 convalescents,repeated_2023
GC1174,BF.7 convalescents,repeated_2023
GC1175,BF.7 convalescents,repeated_2023
GC1176,BF.7 convalescents,repeated_2023
GC1177,BF.7 convalescents,repeated_2023
GC1178,BF.7 convalescents,repeated_2023
GC1179,BF.7 convalescents,repeated_2023
GC1180,BF.7 convalescents,repeated_2023
GC1181,BF.7 convalescents,repeated_2023
GC1182,BF.7 convalescents,repeated_2023
GC1183,BF.7 convalescents,repeated_2023
GC1184,BF.7 convalescents,repeated_2023
GC1186,BF.7 convalescents,repeated_2023
GC1187,BF.7 convalescents,repeated_2023
GC1188,BF.7 convalescents,repeated_2023
GC1189,BF.7 convalescents,repeated_2023
GC1190,BF.7 convalescents,repeated_2023
GC1191,BF.7 convalescents,repeated_2023
GC1192,BF.7 convalescents,repeated_2023
GC1193,BF.7 convalescents,repeated_2023
GC1194,BF.7 convalescents,repeated_2023
GC1196,BF.7 convalescents,repeated_2023
GC1197,BF.7 convalescents,repeated_2023
GC1198,BF.7 convalescents,repeated_2023
GC1199,BF.7 convalescents,repeated_2023
GC1200,BF.7 convalescents,repeated_2023
GC1201,BF.7 convalescents,repeated_2023
GC1202,BF.7 convalescents,repeated_2023
GC1203,BF.7 convalescents,repeated_2023
GC1205,BF.7 convalescents,repeated_2023
GC1206,BF.7 convalescents,repeated_2023
GC1207,BF.7 convalescents,repeated_2023
GC1208,BF.7 convalescents,repeated_2023
GC1209,BF.7 convalescents,repeated_2023
GC1210,BF.7 convalescents,repeated_2023
GC1211,BF.7 convalescents,repeated_2023
GC1212,BF.7 convalescents,repeated_2023
GC1213,BF.7 convalescents,repeated_2023
GC1214,BF.7 convalescents,repeated_2023
GC1215,BF.7 convalescents,repeated_2023
GC1216,BF.7 convalescents,repeated_2023
GC1217,BF.7 convalescents,repeated_2023
GC1219,BF.7 convalescents,repeated_2023
GC1220,BF.7 convalescents,repeated_2023
GC1222,BF.7 convalescents,repeated_2023
GC1223,BF.7 convalescents,repeated_2023
GC1224,BF.7 convalescents,repeated_2023
GC1226,BF.7 convalescents,repeated_2023
GC1227,BF.7 convalescents,repeated_2023
GC1228,BF.7 convalescents,repeated_2023
GC1229,BF.7 convalescents,repeated_2023
GC1230,BF.7 convalescents,repeated_2023
GC1231,BF.7 convalescents,repeated_2023
GC1233,BF.7 convalescents,repeated_2023
GC1234,BF.7 convalescents,repeated_2023
GC1236,BF.7 convalescents,repeated_2023
GC1237,BF.7 convalescents,repeated_2023
GC1238,BF.7 convalescents,repeated_2023
GC1240,BF.7 convalescents,repeated_2023
GC1241,BF.7 convalescents,repeated_2023
GC1242,BF.7 convalescents,repeated_2023
GC1244,BF.7 convalescents,repeated_2023
GC1245,BF.7 convalescents,repeated_2023
GC1246,BF.7 convalescents,repeated_2023
GC1247,BF.7 convalescents,repeated_2023
GC1248,BF.7 convalescents,repeated_2023
GC1249,BF.7 convalescents,repeated_2023
GC1250,BF.7 convalescents,repeated_2023
GC1251,BF.7 convalescents,repeated_2023
GC1252,BF.7 convalescents,repeated_2023
GC1253,BF.7 convalescents,repeated_2023
GC1254,BF.7 convalescents,repeated_2023
GC1255,BF.7 convalescents,repeated_2023
GC1256,BF.7 convalescents,repeated_2023
GC1257,BF.7 convalescents,repeated_2023
GC1258,BF.7 convalescents,repeated_2023
GC1259,BF.7 convalescents,repeated_2023
GC1260,BF.7 convalescents,repeated_2023
GC1262,BF.7 convalescents,repeated_2023
GC1264,BF.7 convalescents,repeated_2023
GC1266,BF.7 convalescents,repeated_2023
GC1267,BF.7 convalescents,repeated_2023
GC1269,BF.7 convalescents,repeated_2023
GC1270,BF.7 convalescents,repeated_2023
GC1271,BF.7 convalescents,repeated_2023
GC1275,BF.7 convalescents,repeated_2023
GC1276,BF.7 convalescents,repeated_2023
GC1277,BF.7 convalescents,repeated_2023
GC1278,BF.7 convalescents,repeated_2023
GC1279,BF.7 convalescents,repeated_2023
GC1280,BF.7 convalescents,repeated_2023
GC1281,BF.7 convalescents,repeated_2023
GC1282,BF.7 convalescents,repeated_2023
GC1284,BF.7 convalescents,repeated_2023
GC1285,BF.7 convalescents,repeated_2023
GC1286,BF.7 convalescents,repeated_2023
GC1287,BF.7 convalescents,repeated_2023
GC1288,BF.7 convalescents,repeated_2023
GC1291,BF.7 convalescents,repeated_2023
GC1292,BF.7 convalescents,repeated_2023
GC1293,BF.7 convalescents,repeated_2023
GC1294,BF.7 convalescents,repeated_2023
GC1295,BF.7 convalescents,repeated_2023
GC1296,BF.7 convalescents,repeated_2023
GC1297,BF.7 convalescents,repeated_2023
GC1298,BF.7 convalescents,repeated_2023
GC1299,BF.7 convalescents,repeated_2023
GC1300,BF.7 convalescents,repeated_2023
GC1301,BF.7 convalescents,repeated_2023
GC1302,BF.7 convalescents,repeated_2023
GC1303,BF.7 convalescents,repeated_2023
GC1304,BF.7 convalescents,repeated_2023
GC1305,BF.7 convalescents,repeated_2023
GC1306,BF.7 convalescents,repeated_2023
GC1307,BF.7 convalescents,repeated_2023
GC1310,BF.7 convalescents,repeated_2023
GC1311,BF.7 convalescents,repeated_2023
GC1313,BF.7 convalescents,repeated_2023
GC1314,BF.7 convalescents,repeated_2023
GC1316,BF.7 convalescents,repeated_2023
GC1317,BF.7 convalescents,repeated_2023
GC1318,BF.7 convalescents,repeated_2023
GC1319,BF.7 convalescents,repeated_2023
GC1320,BF.7 convalescents,repeated_2023
GC1321,BF.7 convalescents,repeated_2023
GC1322,BF.7 convalescents,repeated_2023
GC1323,BF.7 convalescents,repeated_2023
GC1324,BF.7 convalescents,repeated_2023
GC1327,BF.7 convalescents,repeated_2023
GC1328,BF.7 convalescents,repeated_2023
GC1329,BF.7 convalescents,repeated_2023
GC1330,BF.7 convalescents,repeated_2023
GC1331,BF.7 convalescents,repeated_2023
GC1335,BF.7 convalescents,repeated_2023
GC1337,BF.7 convalescents,repeated_2023
GC1338,BF.7 convalescents,repeated_2023
GC1340,BF.7 convalescents,repeated_2023
GC1341,BF.7 convalescents,repeated_2023
GC1342,BF.7 convalescents,repeated_2023
GC1344,BF.7 convalescents,repeated_2023
GC1345,BF.7 convalescents,repeated_2023
GC1346,BF.7 convalescents,repeated_2023
GC1350,BF.7 convalescents,repeated_2023
GC1351,BF.7 convalescents,repeated_2023
GC1352,BF.7 convalescents,repeated_2023
GC1354,BF.7 convalescents,repeated_2023
GC1355,BF.7 convalescents,repeated_2023
GC1356,BF.7 convalescents,repeated_2023
GC1357,BF.7 convalescents,repeated_2023
GC1358,BF.7 convalescents,repeated_2023
GC1360,BF.7 convalescents,repeated_2023
GC1361,BF.7 convalescents,repeated_2023
GC1363,BF.7 convalescents,repeated_2023
GC1364,BF.7 convalescents,repeated_2023
GC1365,BF.7 convalescents,repeated_2023
GC1366,BF.7 convalescents,repeated_2023
GC1367,BF.7 convalescents,repeated_2023
GC1369,BF.7 convalescents,repeated_2023
GC1371,BF.7 convalescents,repeated_2023
GC1372,BF.7 convalescents,repeated_2023
GC1373,BF.7 convalescents,repeated_2023
GC1374,BF.7 convalescents,repeated_2023
GC1375,BF.7 convalescents,repeated_2023
GC1376,BF.7 convalescents,repeated_2023
GC1377,BF.7 convalescents,repeated_2023
GC1378,BF.7 convalescents,repeated_2023
GC1379,BF.7 convalescents,repeated_2023
GC1381,BF.7 convalescents,repeated_2023
GC1382,BF.7 convalescents,repeated_2023
GC1383,BF.7 convalescents,repeated_2023
GC1385,BF.7 convalescents,repeated_2023
GC1386,BF.7 convalescents,repeated_2023
GC1388,BF.7 convalescents,repeated_2023
GC1389,BF.7 convalescents,repeated_2023
GC1390,BF.7 convalescents,repeated_2023
GC1394,BF.7 convalescents,repeated_2023
GC1395,BF.7 convalescents,repeated_2023
GC1397,BF.7 convalescents,repeated_2023
GC1399,BF.7 convalescents,repeated_2023
GC1400,BF.7 convalescents,repeated_2023
GC1401,BF.7 convalescents,repeated_2023
GC1402,BF.7 convalescents,repeated_2023
GC1404,BF.7 convalescents,repeated_2023
GC1405,BF.7 convalescents,repeated_2023
GC1406,BF.7 convalescents,repeated_2023
GC1408,BF.7 convalescents,repeated_2023
GC1410,BF.7 convalescents,repeated_2023
GC1411,BF.7 convalescents,repeated_2023
GC1413,BF.7 convalescents,repeated_2023
GC1415,BF.7 convalescents,repeated_2023
GC1416,BF.7 convalescents,repeated_2023
GC1418,BF.7 convalescents,repeated_2023
GC1419,BF.7 convalescents,repeated_2023
GC1420,BF.7 convalescents,repeated_2023
GC1422,BF.7 convalescents,repeated_2023
GC1425,BF.7 convalescents,repeated_2023
GC1428,BF.7 convalescents,repeated_2023
GC1430,BA.2 convalescents reinfection,repeated_2023
GC1431,BA.1 convalescents reinfection,repeated_2023
GC1432,BA.2 convalescents reinfection,repeated_2023
GC1433,BA.2 convalescents reinfection,repeated_2023
GC1434,BA.1 convalescents reinfection,repeated_2023
GC1435,BA.2 convalescents reinfection,repeated_2023
GC1436,BA.2 convalescents reinfection,repeated_2023
GC1437,BA.1 convalescents reinfection,repeated_2023
GC1438,BA.1 convalescents reinfection,repeated_2023
GC1439,BA.2 convalescents reinfection,repeated_2023
GC1440,BA.2 convalescents reinfection,repeated_2023
GC1441,BA.2 convalescents reinfection,repeated_2023
GC1442,BA.2 convalescents reinfection,repeated_2023
GC1443,BA.1 convalescents reinfection,repeated_2023
GC1444,BA.2 convalescents reinfection,repeated_2023
GC1445,BA.2 convalescents reinfection,repeated_2023
GC1446,BA.2 convalescents reinfection,repeated_2023
GC1447,BA.2 convalescents reinfection,repeated_2023
GC1448,BA.2 convalescents reinfection,repeated_2023
GC1449,BA.2 convalescents reinfection,repeated_2023
GC1450,BA.2 convalescents reinfection,repeated_2023
GC1451,BA.2 convalescents reinfection,repeated_2023
GC1452,BA.2 convalescents reinfection,repeated_2023
GC1453,BA.2 convalescents reinfection,repeated_2023
GC1455,BA.2 convalescents reinfection,repeated_2023
GC1456,BA.2 convalescents reinfection,repeated_2023
GC1457,BA.2 convalescents reinfection,repeated_2023
GC1459,BA.2 convalescents reinfection,repeated_2023
GC1460,BA.2 convalescents reinfection,repeated_2023
GC1461,BA.2 convalescents reinfection,repeated_2023
GC1462,BA.2 convalescents reinfection,repeated_2023
GC1463,BA.1 convalescents reinfection,repeated_2023
GC1465,BA.1 convalescents reinfection,repeated_2023
GC1466,BA.2 convalescents reinfection,repeated_2023
GC1467,BA.1 convalescents reinfection,repeated_2023
GC1468,BA.1 convalescents reinfection,repeated_2023
GC1469,BA.2 convalescents reinfection,repeated_2023
GC1470,BA.2 convalescents reinfection,repeated_2023
GC1472,BA.2 convalescents reinfection,repeated_2023
GC1473,BA.2 convalescents reinfection,repeated_2023
GC1474,BA.1 convalescents reinfection,repeated_2023
GC1475,BA.1 convalescents reinfection,repeated_2023
GC1476,BA.1 convalescents reinfection,repeated_2023
GC1478,BA.1 convalescents reinfection,repeated_2023
GC1479,BA.2 convalescents reinfection,repeated_2023
GC1480,BA.1 convalescents reinfection,repeated_2023
GC1481,BA.2 convalescents reinfection,repeated_2023
GC1482,BA.2 convalescents reinfection,repeated_2023
GC1483,BA.2 convalescents reinfection,repeated_2023
GC1485,BA.1 convalescents reinfection,repeated_2023
GC1488,BA.1 convalescents reinfection,repeated_2023
GC1489,BA.1 convalescents reinfection,repeated_2023
GC1490,BA.1 convalescents reinfection,repeated_2023
GC1492,BA.1 convalescents reinfection,repeated_2023
GC1493,BA.1 convalescents reinfection,repeated_2023
GC1494,BA.2 convalescents reinfection,repeated_2023
GC1495,BA.1 convalescents reinfection,repeated_2023
GC1496,BA.1 convalescents reinfection,repeated_2023
GC1497,BA.1 convalescents reinfection,repeated_2023
GC1498,BA.1 convalescents reinfection,repeated_2023
GC1500,BA.2 convalescents reinfection,repeated_2023
GC1501,BA.1 convalescents reinfection,repeated_2023
GC1502,BA.2 convalescents reinfection,repeated_2023
GC1504,BA.2 convalescents reinfection,repeated_2023
GC1507,BA.1 convalescents reinfection,repeated_2023
GC1509,BA.1 convalescents reinfection,repeated_2023
GC1510,BA.2 convalescents reinfection,repeated_2023
GC1512,BA.1 convalescents reinfection,repeated_2023
GC1513,BA.1 convalescents reinfection,repeated_2023
GC1514,BA.1 convalescents reinfection,repeated_2023
GC1515,BA.2 convalescents reinfection,repeated_2023
GC1516,BA.1 convalescents reinfection,repeated_2023
GC1518,BA.2 convalescents reinfection,repeated_2023
GC1519,BA.1 convalescents reinfection,repeated_2023
GC1520,BA.1 convalescents reinfection,repeated_2023
GC1524,BA.1 convalescents reinfection,repeated_2023
GC1525,BA.2 convalescents reinfection,repeated_2023
GC1526,BA.1 convalescents reinfection,repeated_2023
GC1527,BA.1 convalescents reinfection,repeated_2023
GC1528,BA.2 convalescents reinfection,repeated_2023
GC1529,BA.2 convalescents reinfection,repeated_2023
GC1530,BA.2 convalescents reinfection,repeated_2023
GC1531,BA.1 convalescents reinfection,repeated_2023
GC1532,BA.2 convalescents reinfection,repeated_2023
GC1533,BA.2 convalescents reinfection,repeated_2023
GC1534,BA.2 convalescents reinfection,repeated_2023
GC1535,BA.2 convalescents reinfection,repeated_2023
GC1536,BA.1 convalescents reinfection,repeated_2023
GC1537,BA.2 convalescents reinfection,repeated_2023
GC1538,BA.2 convalescents reinfection,repeated_2023
GC1539,BA.1 convalescents reinfection,repeated_2023
GC1540,BA.2 convalescents reinfection,repeated_2023
GC1541,BA.2 convalescents reinfection,repeated_2023
GC1543,BA.2 convalescents reinfection,repeated_2023
GC1544,BA.2 convalescents reinfection,repeated_2023
GC1545,BA.2 convalescents reinfection,repeated_2023
GC1547,BA.2 convalescents reinfection,repeated_2023
GC1548,BA.1 convalescents reinfection,repeated_2023
GC1551,BA.2 convalescents reinfection,repeated_2023
GC1552,BA.1 convalescents reinfection,repeated_2023
GC1553,BA.2 convalescents reinfection,repeated_2023
GC1554,BA.2 convalescents reinfection,repeated_2023
GC1555,BA.1 convalescents reinfection,repeated_2023
GC1556,BA.2 convalescents reinfection,repeated_2023
GC1557,BA.1 convalescents reinfection,repeated_2023
GC1558,BA.1 convalescents reinfection,repeated_2023
GC1560,BA.1 convalescents reinfection,repeated_2023
GC1561,BA.1 convalescents reinfection,repeated_2023
GC1562,BA.1 convalescents reinfection,repeated_2023
GC1563,BA.2 convalescents reinfection,repeated_2023
GC1564,BA.2 convalescents reinfection,repeated_2023
GC1565,BA.1 convalescents reinfection,repeated_2023
GC1566,BA.1 convalescents reinfection,repeated_2023
GC1568,BA.2 convalescents reinfection,repeated_2023
GC1569,BA.1 convalescents reinfection,repeated_2023
GC1570,BA.2 convalescents reinfection,repeated_2023
GC1571,BA.2 convalescents reinfection,repeated_2023
GC1572,BA.2 convalescents reinfection,repeated_2023
GC1573,BA.1 convalescents reinfection,repeated_2023
GC1574,BA.2 convalescents reinfection,repeated_2023
GC1575,BA.2 convalescents reinfection,repeated_2023
GC1576,BA.2 convalescents reinfection,repeated_2023
GC1577,BA.2 convalescents reinfection,repeated_2023
GC1578,BA.1 convalescents reinfection,repeated_2023
GC1579,BA.1 convalescents reinfection,repeated_2023
GC1580,BA.2 convalescents reinfection,repeated_2023
GC1581,BA.1 convalescents reinfection,repeated_2023
GC1582,BA.2 convalescents reinfection,repeated_2023
GC1584,BA.2 convalescents reinfection,repeated_2023
GC1586,BA.2 convalescents reinfection,repeated_2023
GC1587,BA.2 convalescents reinfection,repeated_2023
GC1588,BA.2 convalescents reinfection,repeated_2023
GC1589,BA.2 convalescents reinfection,repeated_2023
GC1590,BA.2 convalescents reinfection,repeated_2023
GC1591,BA.2 convalescents reinfection,repeated_2023
GC1595,BA.1 convalescents reinfection,repeated_2023
GC1596,BA.1 convalescents reinfection,repeated_2023
GC1598,BA.2 convalescents reinfection,repeated_2023
GC1599,BA.1 convalescents reinfection,repeated_2023
GC1600,BA.2 convalescents reinfection,repeated_2023
GC1601,BA.1 convalescents reinfection,repeated_2023
GC1603,BA.2 convalescents reinfection,repeated_2023
GC1604,BA.2 convalescents reinfection,repeated_2023
GC1605,BA.2 convalescents reinfection,repeated_2023
GC1606,BA.2 convalescents reinfection,repeated_2023
GC1607,BA.1 convalescents reinfection,repeated_2023
GC1608,BA.2 convalescents reinfection,repeated_2023
GC1609,BA.2 convalescents reinfection,repeated_2023
GC1610,BA.2 convalescents reinfection,repeated_2023
GC1611,BA.1 convalescents reinfection,repeated_2023
GC1613,BA.2 convalescents reinfection,repeated_2023
GC1614,BA.2 convalescents reinfection,repeated_2023
GC1616,BA.2 convalescents reinfection,repeated_2023
GC1617,BA.2 convalescents reinfection,repeated_2023
GC1618,BA.2 convalescents reinfection,repeated_2023
GC1619,BA.2 convalescents reinfection,repeated_2023
GC1620,BA.2 convalescents reinfection,repeated_2023
GC1621,BA.1 convalescents reinfection,repeated_2023
GC1622,BA.1 convalescents reinfection,repeated_2023
GC1623,BA.2 convalescents reinfection,repeated_2023
GC1624,BA.1 convalescents reinfection,repeated_2023
GC1627,BA.1 convalescents reinfection,repeated_2023
GC1629,BA.2 convalescents reinfection,repeated_2023
GC1630,BA.1 convalescents reinfection,repeated_2023
GC1631,BA.2 convalescents reinfection,repeated_2023
GC1632,BA.2 convalescents reinfection,repeated_2023
GC1634,BA.2 convalescents reinfection,repeated_2023
GC1635,BA.1 convalescents reinfection,repeated_2023
GC1636,BA.2 convalescents reinfection,repeated_2023
GC1637,BA.2 convalescents reinfection,repeated_2023
GC1640,BA.2 convalescents reinfection,repeated_2023
GC1641,BA.1 convalescents reinfection,repeated_2023
GC1642,BA.2 convalescents reinfection,repeated_2023
GC1643,BA.2 convalescents reinfection,repeated_2023
GC1644,BA.2 convalescents reinfection,repeated_2023
